leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId,puuid,summonerLevel
2cc7322a-2869-4d92-b82b-50f2ef2ff6bd,RANKED_SOLO_5x5,SILVER,I,H5c84NLp4RPb1f6aDdMjheMlPytZLy8oilWZnh2DfQB2Hoc_,PleaseNoBullying,0,187,175,0,0,0,0,E2xoFndsfBFQVkeiUa8UVXC6ZknPcmLLeagOr9gGInpfDlsM5Oaezi2_,SkKePY53KivA8LN1EZkll2353B9KxObb-tf9PxvUCJbgsI42AIuGg6JF_U7vsm2Optmd2RU95iVbPg,90
e6cef0f8-1a12-4e2b-aed2-5b4d78b722f4,RANKED_SOLO_5x5,SILVER,I,IQEZT-YkZEppdVvYHSI9BetFzlzW31yrXiPZHn5yc2PXyNoH,Zacidru,60,28,22,0,0,0,0,2WkxhCFa8EFgqWVGTZ7Rato6zs-7SURhmNJx-JMYZBCJ_fYVK6zfsrpv,aN8h7zGVx4WB1T_Gcz27qz3jRmjtAm5DwrbAdXczG1-lan9AjDXzKGmOKaRiXPT2wR6SYpVgqrKeqw,34
7493aa0a-580b-474e-9400-630a58a16355,RANKED_SOLO_5x5,SILVER,I,BKotYtMHJNZKo2msX4SmQh2LYkN-BIu27pd8wUC4N35k0--U,Sr Pancho123,32,142,148,0,0,0,0,MPXTyMrB1UBXDALvKJLwpPy0Xlyc80XsyDjqsTAIGzm5xdpEynNW02r9,Hg-I509vkJiIcdhQW2lfYvWCEbaMnkPDRDCLVrcg55adj8ce_gMzUqihJNWkfSZ9YF8g96epXOtCYA,113
5b449ab3-73e5-4496-9060-38323d2523e8,RANKED_SOLO_5x5,SILVER,I,R2_6DtuzntQW31JuRAvOPCvckuliw3OW5IUWKrFdTTgVnxv0,sadmancake,20,110,89,0,0,0,1,U4d63r28Hjsbll-NItcaIjV4z0zIfq71ccN7B068MwCfZHeHyPNltQ2D,WRsEE_X7y_PjhxvzGYmyRvwFyv2UMY8rsYD5o11OGrq_Sh3RIv52iBOhWc6ETY4fB1ELVrpS0DXCqA,140
38ff4dc2-44c3-4d92-99af-be5a0eb5c71c,RANKED_SOLO_5x5,SILVER,I,Y7LpO9mOU7GUs-JuwEXRT8Hfay0lvR8BuMw6qvry2y39gNOb,Iron Trash,51,42,40,0,0,0,0,gx5COPCV4KcCPNZXGzbA0hTvskUyx7OVYO0aHO2SRUZov4Yp38HpfpJJ,17qh_1kJPRQjnPBC4H4sR3Llz9IgBcYvQiStBj70pGLS5vfkVE0CYU584-GjOJAd8kFURz4j6RxZ4w,60
bced5344-07cb-421a-8134-597e32cfddf5,RANKED_SOLO_5x5,SILVER,I,7jRpS15SuZwOio7h_a7X4a7oAz9f5HLeHq3Ll37HOcmzUo-R,eGrill,47,30,24,0,0,0,0,rIJa7_dRT35Z9YfTJsSvWkPES5zLdJcUUPLLWwUbyrSq3D_-7l0Yxb08,3JCoZs03FuUSm-GMFcX0bl4k8Hj9frGHyc_7qA1ZBwekB8PWLfHcuY-9yE_VdBfibglgee2hBI8Knw,44
9e12ca1b-49e5-4f36-b53f-7db4d8ef009a,RANKED_SOLO_5x5,SILVER,I,qsV3vsQZ4EAc4fjot5A0WlLNc3HEB_cuFMWrxseuXjLfraWF,DMInfinity,74,48,46,0,0,0,0,RfyL4ugKWTvv3Pgf1a6dzGn_oybsetQuJTHLrb6esThNvyH_B-iyKosH,VccO0mDYerXt5_-bTxbiQ0EYq8hfnfVimddDM591aCWpjWy4RdHlEEG3Y6RE4A5W01MRmGM4MhLiuw,40
96b00458-8580-4211-98b3-fd68f4634498,RANKED_SOLO_5x5,SILVER,I,6_iLGItLDP2RsmFdYROqmAXnDSvrbHOM7FHdtewagFuZOm6p,Aegerious,36,55,39,0,0,0,0,vXDfSFYbBwx6FKRTUzlBKOc-wMCoAS_--4CAp8Y0XT2RXHYQSKz00tG3,VXqesPBVn9M0ac4cqxVxzg-xTAP5ZKOdagiNw2dqN_s7zrpzrODi-XTMgPD4cR1BVcrYtuZS-rOYIw,145
8b893f20-a16b-4a06-9a1d-287b90d17097,RANKED_SOLO_5x5,SILVER,I,wfrm_2E1WBuRWhKcUIjD8331aUNGMWIkA2dbOsxuo-YJaNsX,Real JG Diff,37,26,20,0,0,0,0,QHmA3ysNyBXKZ86zkMF5IEPSLB5ONBXqCFMDTf2Ypm3Dn56le0QDO_dj,iLRvQ0tFL9vaTlXXFt8wskr_NI95VkoBkRYMImHz9bGjNUdGBtF1t65fJXKmdf8a3U1X3UTfi9ty1g,43
dfe6649e-9a40-4f0c-adee-2ba773077c64,RANKED_SOLO_5x5,SILVER,I,MxsrECPnhuRMVvy2a1AQ1jkgdEVDUtXRt-3y8Tw2ZoZ5ftF-,Ztrika,75,38,33,0,0,0,0,6c1Kpo1i6pGpRAj5RDbHyeUu4EHZphIcvJNKQyIylGG8WCYyy5Ayj0f4,3OJdWsmVzSrDG36pJBvWqLwGAS8f31LHMhmb2NZkt7kT9A8WTFJ6mAXczS2rADKfCBQbMKAzoQkt0g,40
b5786701-902a-4ee8-9764-7f00120dfb71,RANKED_SOLO_5x5,SILVER,I,VUBR5VKD9Y8ai5eBMsXu3aXNTOb_tnaNnCPI9Lst4D77i-Hm,TeamSuxLUL,53,555,546,0,0,0,1,GKswi-RNDbMOXr6BJ_JVLS3P1NkgwfgqVAmPhUiNbpzMLzGUxDfbNH6O,K4uZEahfwEnhRerQEQ_okjoqY3hXU1BBwjJsLNhEp5S-ztA8aWLWvcQ07HUXvtSaEaJzrKu5l1RaTQ,157
6aaaf143-42f9-453f-8862-5a531130cde1,RANKED_SOLO_5x5,SILVER,I,vyt6dIXxkKE_EC78sGb9VGNB1Q0BwBFHf96sQQsAgRmvGuzH,iIIuminati,21,16,21,0,0,0,0,L7ZNiv8gdAYwkqOHJKzyIDG4sVoj0gEld4cFjM92dHB-MjfydacCHPOx,AhRqT7-oq4ZbqYO4X68eA9orhS3PDb0zmKWNmfycskEiYLhkx9RcnHD7_2qsmPeC436ZckzY_CLFEA,46
18f852f2-b555-41a7-b227-242733b516ac,RANKED_SOLO_5x5,SILVER,I,opQRXhi2WyCQV0va7msJ3lToyYEOGkrezadwIwlv7yIxz36H,eye are baboon,100,55,35,0,0,0,0,gvs6dWaqHY31V3ecIehMcXBREheBSd92wctr0GR9h1xRS68HHs78euC2,khBk8nX7c-j4lVMRVJgED4_NN8xxh1xWHxjC9seA2qPbCFR-EDTJgQkOy8rH0_Zs4Ba7S4Wc-0Sylg,42
86c00156-0958-4059-8c4a-cf9339bd1a01,RANKED_SOLO_5x5,SILVER,I,PzawSBVYOcP-xMah139hONTDemq2lw_6stZY4-p2CYCR47sg,chai0v0,0,37,30,0,0,0,0,wLfnoU56v40u85wxpB1LuL_ZLIkJySbRdcisp_MH21fpFJ-yK1kgS4Kr,nJkSzNRT4o7ND4cLkOZW5k4OSnAPGRzzp3WXdNyxu3DfmTNnyKOAiXh1d3tovzGt6MfDs8A8-E00qw,80
a2c3e665-28e7-4bed-9e56-91030f7230e0,RANKED_SOLO_5x5,SILVER,I,DptO2J0h5YKTDSPCpKlDh0VisIKdEOoz-thauKZstQsKISwc,Gwizdak,0,28,26,0,0,0,0,u9jBC6S5KH_qGYk3uG6Z0qEWCccdXUSaWZYxCBgy2tgBUIQojqf1krpC,P9oKK24lHInrvsxIoAg_rOMvOMcwsee4zCSFqnSIUD1fF-7ixYPNclo8haZQYEV1qyEkQnZIbDFwWg,41
92d9ee85-92cd-4f6f-9f23-4830f07f385a,RANKED_SOLO_5x5,SILVER,I,rtI14h4kB7F_NR619m9L1PlDcXs8o2uPj06d5jElIQyy3s95,Eltore,0,39,40,0,0,0,0,oaTlcM8FujkjsOzjFqmrCjynly49VIShWwNaxyX1b6ZLOjSIGoRI3ckZ,202UpqJR5RhS6sCP4RhuBDcMBnqEfkDydLRir0bhVpBngJ7VQICcaIPkL4SPpWQGmgC-sXP6JdfvjQ,49
69c1b65a-b88e-4b33-a396-f15c5b5c64f9,RANKED_SOLO_5x5,SILVER,I,N8NfVur3G1sn0WZoSvzxFfbUFHD8Oq9qUU5tlfRKfd6s_Si-,MindfulIntrovert,37,12,18,0,0,0,0,Dn6aePyk_7LBpsmUuaJ8t8-RbTVSVQEEBQeZ_ie4bOLtMggyywfcB_4Z,rCNd83tS03cGFu4z5DLqA2YjoTo4t-H9eiQhau6GbO5lydrbybrkMPh31rmI47YKpLaIip580S6t6w,42
4c2da307-b1d1-4828-9898-6a85a0366ee4,RANKED_SOLO_5x5,SILVER,I,JCE8btHWpLREHTebAVTg61Nl3wD6RL3qim4uihtn9Q2uQiIc,IsaacmOj,0,51,50,0,0,0,0,b9sqWobDJ0NNA1E1I01MlWapK5mr6M0vZPjoGFJOvfsj5_OXdOawF4b0,etIGSDd1DJT8gnabPt0dgKS_lEohEzhz5HTPzJe2wx1q9xha7mPpwkQQG1VaSuoxZX8pUcNkkM7b5Q,38
dc2a58bb-c453-4338-9122-cccb98c7f4ba,RANKED_SOLO_5x5,SILVER,I,Ko86BKJoF5NV0yDdn61SRwBvn3jK8rkDqS2E0cJwwAj58VzF,Spaggetti,58,79,72,0,0,0,0,rnylkGRSCUxYxzxr5SPsSLFLxbh-qDwLGuyUQCHl_XZ4bNj8SvD2pVBH,Tvpcg21m2d9pAA4vOocvTxej0DUFcEmJqtRkJI6zJ3zWlDXgPP1VKq94s-PxYH0Zl7kqWS69_enLAg,127
7fbe0b89-ebcf-43a9-b845-ef2db546c894,RANKED_SOLO_5x5,SILVER,I,OXjBemxqaPCnTstldZKQB1bY3dpYABhK5YOunxPL-JRtx2XZ,Tokyo GhouI,60,31,22,0,0,0,0,O9oHnoaDirgrCwQB58PUlwBDiTCnbCDrWQK5kV6-nwHkGhz2_MQf3NrP,sWvUhl_TfLL3tl_OeVDe8_CR4TakcGnly6omYrYvwOKLq_2jgNBkasWRlz2zQFRB4kiN5uUac6FUvw,35
b34f42c9-d7a8-41bb-a531-398936bb5d4c,RANKED_SOLO_5x5,SILVER,I,AAjXUuFQVnQNtw_X4huAIjO5pad_Xo53YsVxTdzLu_jWCrFQ,Effen goes 8thBG,0,13,18,0,0,0,0,gieUX0f4de4fiZ_ISzj5TsJnP75s5tmYHtzSbLqgUFH7pnW_qX7_NLgJ,8IUtKySAFoQsNX9AHP4DxxrUblE_jMkL17RvHWXFkcLu9Ly98TbsbR3z5w2Ij9PK2WMi50g9Ig9sbQ,34
824b4b01-de38-4ea8-b7fa-3d17954c756d,RANKED_SOLO_5x5,SILVER,I,-BG0gAnhsvjZ_Mdghe1hA2Qyp2dpOxSLrjJyAQew2Ar8gYNq,Betch Lazada,100,109,111,0,0,0,0,gv2nykNl7KB3R5iSCmyua3ENncq_SMId9kwA0eMVtv3QYWY3vIrgAdJA,27gNMHweB26OAx-JE1sev7YT0_9Eg2gkLzXLZglByb_gmqgeG7U-0jvf0Cnbo_LClhSQMVyobWil2g,110
dca9c3d2-1cb8-4c3c-bacf-7b0d511c370b,RANKED_SOLO_5x5,SILVER,I,6px3-7mIwPWwv89V6ey6R_bPHS5sj_PzL9xzniZ9e4k7zJhL,XeyoZ,17,70,62,0,0,0,0,XyAPZiJJ0W8G-Pd9uz3IvGp2y0Ft587RrNAt2EJBLiJKFxojebZ-SYXm,rldasirmvlVsJ8KnwbqErYVm-LeuHyYdjjLZRCwAHiYPiSBXfYObMLau5-iZgzKSoX4RPziU0O4V5Q,59
e61e666a-41b8-468e-b2ee-a0b08795b906,RANKED_SOLO_5x5,SILVER,I,SEY5dev1qz4gDVAt6993uEgC7osDIvvSaOgTMezDkEua4gWA,Tybe,100,23,8,0,0,0,0,R4CGyjV5ViNDnHsczzf40-hIO3wRCUk_eBfYApUC7lgbJ4e44bQROCH7,R46CBS2q_A4PfBHOcRuUu2hOQDDfJ01AG0y6i1NEiebaKnhk-_Ak_7JXYyrj7nj09CdOZ29IQqyPqg,49
10951506-8b3c-4c87-9ca3-3fd604abed22,RANKED_SOLO_5x5,SILVER,I,_JpFD2Vrnjye1dlIqab1l_p1Hb8QkinldO4j0nZht5cuegzU,Kind Riven Main ,100,46,32,0,0,0,0,gR4GdA6YVsG9GEqIwGEayWCHjAxCmTjbbeCReMNdHdFUM1Iy3WyHC0_V,Jzy3TA3yITrtz37UKRS_-Epb0M6kf58hMVGrs03uNPK13O3l7QAKbkC5QXX8c6RY3TaeA2jRlIGzfw,52
5c6ba817-0df1-4dad-bae3-f1e33f18c653,RANKED_SOLO_5x5,SILVER,I,hUUBmX7EMwGM3nmQ9WXSkywxwkRmLKLlYsFBAmL8Mc5em1wx,GayBabyJailer,58,22,16,0,0,0,0,S_TTwhlDYqambG_VekQTBilyVWYSajvfOQ1pDNGV3kbm_7DCCvmzqjKg,lyzSn_pW5Ekv85etQp0KUdKKCGcRX2g84-kl78EY4faEIeLQawOet5XOiLt6ahzOGuIWUZMj8t-QdQ,43
fb4a814a-39f1-4574-884e-27efb4cf8d2a,RANKED_SOLO_5x5,SILVER,I,ihmlvfjOJi1hlYWfKu9SqhDsmaHsMryIwLtUwOUE0ZskABUY,goose egg123,18,334,337,0,0,0,0,sFoRyGjHMVPznCeb_APSqCwiDhMzo8k-K-Wwnwv42qTZTDrJ3Nu8UxhT,VS23aYTqjqmwaFyd98f_lySSE9Afp57nBgqyTJ2B7arTeQufVT7I0mx76c-7tfyQFTOWxr4swbya-Q,86
88a6e400-83c4-49b3-8072-eab5324c6953,RANKED_SOLO_5x5,SILVER,I,Q062YN_iKGWrKbtxxTof9ZcYhx8JJa_1ilk5bDUmiXb5zw1e,kawnta,23,60,59,0,0,0,0,gXhfJysfGOh6yPAu7E9TKZ2VWabqbN5m6ao7SCHqze6bkhIXEz-T5KZk,2GkIoD09Co0I8txsxXtkkH8I6O2wLwCmS6PayN5-ZbQuNFkX1lkrJfIZu7zJJZ4X4e6U30cE1OsDSQ,191
2589d3f0-06e7-41b6-9603-21db49c71fc0,RANKED_SOLO_5x5,SILVER,I,QpqPmK2dnBrSwApCr4iZWi862rMVSEGjU6tKgwcyHYdBNOms,doraii,100,90,86,0,0,0,0,z2v5FaecqBhSjLmfbExEf8CQj7OgJiRXutLG6THXUOhITM4zSu0aUEfY,1y81jDcUmAhkzxBt1pgtwVGhILwmZTdAUsYtC5nG-Nf46f9fDuLdte1N9sx-YIlZDAs0vc96tGbvtA,80
f0593d3b-a22f-4cd7-bf1c-118ed8ecdcea,RANKED_SOLO_5x5,SILVER,I,gsOm4zX1XPwJs3-DA3BWrOw7PuTm_9ifkbw2-3or_TKrPmOP,ZerO Requ1em,64,19,14,0,0,0,0,6IVNGfIoVttGJmMgmhG49vK50xXS-CMCRUKzYkYxX0LL2P2h_rbutWrW,OFvTfjQlJ10aU2c1WQk4limChw-YRNIdALYIIRxtYQsNoxJCyYu3PACzWg-WJ0fKUcaQ2z1sSG6UTg,46
08af3efe-2fdd-49fb-b619-d2de87731643,RANKED_SOLO_5x5,SILVER,I,DGtiSsZMaELy1DqhKMFcYVmzyGlLSXfC1JCsfVMg4WSVdXNL,EboyFetish,0,26,27,0,0,0,0,dZ048D2SJywYCwodblu7rtVO2HgsK_XnPaGFcK95U5GbcrHyI9I2xRC3,wm3rWkjHJd0HBx64sMaV6SAdowSN59tgBX8YulKPrisNS5SJZqLEHbFPPX9-oqQOYI9Uq1QKJJU_qQ,68
0476bad1-bffa-464b-b3c6-31022b1ce7e5,RANKED_SOLO_5x5,SILVER,I,Y-YX4KftaONWxDEVzDN5u709zQQg9HPzVNjZeIG55ruXJCkS,yellowhappy,64,33,24,0,0,0,0,zi-qPdtD9mlobzQgsxPE6JBp-NVBcjleVbtylKjvnqMYK8Z55Y4gojC4,0JX2_cPkW_x91UkoRW4W2gle3XIfMGg0rJT3Quz3dGDM01mSTG1VUUB3BM1Ya2o-SZ-8TPE8Kcf3AA,71
46f81d13-7599-4b39-b385-3275f3ce0c0e,RANKED_SOLO_5x5,SILVER,I,kUWgv_rfgKwEuomKvvznyDZ4rXmBrre5g95c9ubVDLaHnXee,IT IS A MISTAKE,25,72,62,0,0,0,0,KyBCP7HvLCz30mcEpxJ8cYrDtC4Q_L5B6qjoRbQLJgWD1wsrCA3ImrB3,XOv6R4oRsn2QQ1eqcGwHvV_OTKDAArWCeQR8xpPnXW4eq4og3MLN4vt07Y5hrEoE0IfV_n1YNpZTIQ,50
73d56b99-7672-401b-bb8c-ba5ac8ff5887,RANKED_SOLO_5x5,SILVER,I,7a92rDYOwkGOEZoEoH67HcuFqE8B62O1JZ5nEC4Rzj63pXUx,Browdee,62,51,50,0,0,0,0,u9Qm8SSiGA_mOHS--zxxghssYKzjbTp4GtCkWuqBsKDMUUJNdRwmEB-2,cNP13FeJTNVq7AP-1m7LTZLwvcVSUs7o8iIIy56-CLsVi9FGj83SjeLVobFXTaonIculnGsCemyxNg,64
c6284a87-33fe-458b-9a07-fdbc9ce05522,RANKED_SOLO_5x5,SILVER,I,l2yIprD-XDYeQ9mMEN1D74tF2hIo-u-0dSATaYUS7JuV6sR6,Asad12312,92,75,63,0,0,0,1,JJCjHOoOF0_CteTQa2_HzXGj_uLJPOvg2pa2vqUAcbywSWawHfeAoqy5,otkcQOrQWxKg5b9sHkLVtDN6C_2hldVq3RXeWsOI2rPGpynz6hOLGDwsksaemF9UeXym_IIum1shDQ,48
c643e9a9-297e-4265-870f-b0ea6324c8c1,RANKED_SOLO_5x5,SILVER,I,dIcv5ss8fF4kECi1GvyUqEzW7HPMI1wFy8n5OqjbMMcY_RM6,Moistadventure,0,50,51,0,0,0,0,H-K6xeUuE24oEijBvp9FETOle7fqRv8gIh2CezeuENIVc3lcNE1HneI2,P2CTjIfG4RhpjeEbTBXAlttdiEHEjQm0ldv3vLjCJerh6axuQ2ez_3J25XfYXcghPACuz8BhVc481A,85
76d160ef-ca09-4295-9ec7-79619175c874,RANKED_SOLO_5x5,SILVER,I,bjHhaHIuZHpoV2G3LIS8Gm7RA_w3CEHygpU9zvcVzGurWUHj,fXdIxRonald,48,29,23,0,0,0,0,q6V8on1AQ5wv-jLVfbOWWfVOSdYSN4vlAVSKw35A_a9N5BGtwPM4SC69,RBE7gzdxhjmpV6dFcHXooQR0JMr2dyJgrRQzhMDBGDgf0zQ37ufIA8ecRyoj5LPQQybgxBfBapYbQA,35
7f0ea2a2-6d10-43ed-a2cd-55a671bfe395,RANKED_SOLO_5x5,SILVER,I,gYtaxKbKzmIqGflu-YbbBua_TucwZzvK6mMYq35mqNKMO4at,duckyweewee,25,29,22,0,0,0,0,1ZEaEqyaJAESO_OOLttlb4zqq0B5sVrG_BpewgR6gqV80I0bokPfLhh6,_YqIfcLOtlFsT0vBF0oGDVJFdEKYdqWhZTWHtdS9zHo4361OVjq85hmPBnTLRMONbMJNndCwLRYCWw,39
c3c2adb7-7036-445d-8298-66a90ae1f29e,RANKED_SOLO_5x5,SILVER,I,BDEXny5K1Zjg002ZMB9GDoEWoHBcYZ_BUjiIba23oyCOFltk,NA AD Innovation,100,33,23,0,0,0,0,aK7l1n9J9epFQ_6f3A0MCn1aSFSU_kG57PMpI4LHU8XV0xCLoNeBYpH1,WCF6MjQTav3S6Hlt5N_Pxp77tBOU3M4w14H3BEIhVDOkVTl1gdTax9IfJXdzp88u5B_L25hdctyJYg,35
3d777900-a45e-467e-aeba-25b22a2fb08b,RANKED_SOLO_5x5,SILVER,I,3jRHLphAcOffz58CG1ZD9Pq0deLKRvjIzA4n9oXJZJjTwNLK,kkangaroo121212,20,147,148,0,0,0,1,ASS20j48g1jsMZoardU16BAZCBbyLA64FywmPlPpNG4StNWtEN4b74Zp,SrXBinS1gapafbteus3h48qziBoczx_gd2wMZ7DY_nXiazyLF4BQgRh6OImu8ZZLD6PsFqM6JtxcPw,56
03585f3e-e025-4db1-bc7a-4f6c3fc38036,RANKED_SOLO_5x5,SILVER,I,_YNmJgMoHboNJ3SPnxGcBzWMl4MaYQcCyrL8-ban563ExavT,Lucrenia,11,37,32,0,0,0,0,q4uQ4bTs3FtEU7ke3uIFoiAsGyYYBE075ESFijCTVeOv9ZaFRbiXhPeu,suPXVxmpcSF7OASeQz6CxC4UwsXcTAECUj6RuEakJ9mxUHYm1zGKjCIT8l2Tr1e6GovHFn57b26vXQ,294
9342282d-3236-4491-8f19-3305f835c076,RANKED_SOLO_5x5,SILVER,I,W6Z7yj5B7MU_6syLTGKgWr1rp6ATG75qgN1y1YoKjrNCvtlx,Brooooxs,37,33,31,0,0,0,0,1fybKSjhrVyvpiKlMvTZ_wpKII0bgaMlAprMBxkUQ_lODX-e8BO5Nd1z,dlKEHWFTtYFRTfDWJOdVmKjoWDzYtGBmlDb68EhnpTLyLo5XWJrIUbYE6hBUhm7TQohZXsHe-flHEQ,38
3e86a480-8229-4088-bbba-9ef66c4fd23c,RANKED_SOLO_5x5,SILVER,I,KEnOaypMuZ9sIrIWwEm2nLbUyXdcR66l2fxFLAPYrKDm2o00,COWBOY BANDZ,42,59,61,0,0,0,0,0gTSbkhyXLyFXj48TSxZTiedYcDEEGIG50Rmub63Bl95zUf2AwDIQjCw,ylz1sa2NZe4O6Eccb4YVq3AT962hp2nY241A7NFUJWG0Yi0g_Pw35yUjDTpr0wJ3SPb7cjDoYHiP9Q,108
b4d5e1fb-a5c1-4494-a903-0d70b63a029b,RANKED_SOLO_5x5,SILVER,I,pYpv_dEfcufQfURwRw4yD5m4Nr1aT9rQUMZnktAr4YZHiL80,Captain382,58,54,45,0,0,0,0,3Hz4TQFra-yv9dogVtyaDgF60so_FFCjyo5nCizak8VEZC3-PZL83DFF,FSQXkKaHoWy2iimR1yCQmktHajxdUQBCZzwsDuDZeFji-CezUe7yc9_VYRIfokTu_SuVgg4VqGtQcQ,70
f8117cd3-8f13-4c42-96d9-e7e0b111f5e1,RANKED_SOLO_5x5,SILVER,I,zfwFCj1vRaxwp5VnB2pvN_QsdwRQ-eVBJlQjzHNwz_4omd4V,quelmotz,21,36,33,0,0,0,0,9U1-LcnYhnVWvc06Qc4Z7Wa9EJCw8VYEeh9I0B7mrWOgjUkLh5WjqCZr,a1s1mpAqRtZLsK5LGSED_swTBeezQaCB3MIls7Wpxjb9S6baHK0Y0hKYkfspgLxf1wFrTwoy3scGUQ,62
d904cd0a-aff4-4bd9-b54b-c85f78a6a175,RANKED_SOLO_5x5,SILVER,I,lTJPYw39FM0UO7PaofD8PlSRtu-51XayHcV0_Hxn1F9J7_oq,qXuUHardy,71,23,23,0,0,0,1,cxcdk1IGO3Dqd6dSf2Yy802B55k4iSVTH4y7PiRHKqUMvUq2k-NxE4TY,LeCFOotTISyHdIeaIp41TS-5W81MNip12M-XEGbdAQ9SIhsDkixFmwgUKZw9yPHRbL7XvxtrUbuFzA,38
aaa83eef-bcc5-4c58-9be4-0e4b362c14b2,RANKED_SOLO_5x5,SILVER,I,EJd1_bxHMGYPb6LtAs1oHF65E28HzW-_e6izXPADax9lp0OQ,LUKE OK GOOD YES,20,81,69,0,0,0,0,8TGNY9aPofw0rGDcxS3yOrmmqqnzWpStkhtfjCH-2hCEFX80NPgjW6_n,P6k_Bb8bXhQc55xoqu9TqfiHkwAS-Pv-Qx0EjmaEKjPSMvKEYp3SNtqJwzSvJXrlcGTzAqURa34l4g,46
e903855b-f35a-4a7f-866d-c3baf66c56e7,RANKED_SOLO_5x5,SILVER,I,MRsZhWZd-FMSVAR5X9Ad7S02S8Bk0IW5_RmTVdWkqDlvoVch,Insane Nightmarë,53,124,129,0,0,0,1,zq37EbL9QSR5TWedK66UvKUYoEqPR_ZWJRh0KnOontSUPNGiUas4WLiG,meySp1FB9itnuKYVxbkmn-g_gejWJqr-VocVE039tEf_giFjGT8skDo0bvnKsZ4B1G70WxyuO1Vn2A,52
8cdcabd6-c809-49fb-a829-ec1f77ac109f,RANKED_SOLO_5x5,SILVER,I,1Mb3o0vYvYaIYuLfuKbfY8AZpylCtJBj1Fr9ydsN7k5G2Gi-,Vayne Abuser,90,60,37,0,0,0,0,ZIFqvRTMl-4apVIRQnGDwoYFvwsMD0-jyN70xlR9nK-IR1GathhqaYjo,1i7BaTI8Aqh7fTak1RWEpRqoXGnINwLkiOx4oxaBK_sJelvw4wvdPj5iaYj7BELp3C2BBgDmNshdCA,99
400aa455-87a7-45c0-b918-0cbe1a5c1876,RANKED_SOLO_5x5,SILVER,I,q4vP8qubfP1rzkxugR_d3zXv154r3mWFDUyNpQAvLZyAhcRR,lIlIlIlXlIlIlIl,0,21,18,0,0,0,0,YGffgVtCZ7S3KyFkVVU-xoZHyb25caKjQm0vMFZgBjyw0Dh0AiwaMMO5,M6mvtwoEonKSvbn6ZJTR2Jtz4uA_-Rnh7FuiziAapL8P664Z_SolxQlIBdJs1fnvMHrLP90UH0XINw,65
deef4d22-1528-4228-b509-0b11ca6b4b88,RANKED_SOLO_5x5,SILVER,I,8ybWwzEFlbwoZtoKp2nKdq26YT5b_JEB6BsL2JbVIE_RzOyy,Titantiotic2,52,44,39,0,0,0,0,EWIBAhHmMXOIT-xzYStpj1YcKtTrvrnPlMpMiR7i6pFWKfUtZ_kQISaS,gMHQpMWjpn9URq7-haQKRk5koDAL05Ov-uu04AT9xjQ3HcLWlw7mo47lINTjiXrq3l545mMK2Tomrg,60
4b770211-82a1-4b22-a022-db102f27a5f8,RANKED_SOLO_5x5,SILVER,I,vzBYNDHDwVi7YKEfWJ5r3blb2-maA2AuClguJWWy882ILXER,Tangirl334,8,23,35,0,0,0,0,KhBGtI1yvVsIfQcK3GPiiMfxZB0f65RsnROzFqUjHT4MSScEzi7MHE7r,u8QT-LQUeR4-uQqAUqPVStYSL1gCE2TN0ra8TSjTcRXQY5OZ-arnZROaqg_nvH0nOLU2qznKuwuRDA,101
b23f4ac8-441f-42e1-b32b-e4e1c6adc62b,RANKED_SOLO_5x5,SILVER,I,GkVevoyfwXX-RlWDAyxnfkHkI0if2srqRkzKxN6PMtcZLmHi,ZI7,0,9,11,0,0,0,0,n78LQCLtAo12aZjUmCKTP6fuPzxRXjWFqBBVQFNRajaE7ciGKUTEg9-X,5_N1lfAy-a4dLVa-xtACWJTxrJLQwS3S6206R38R_DH4ZlXCztzKL_zBir3I-4Vmmt7OGue281xhqA,57
e740dd25-af8e-41a3-81c3-131cae0ccfdf,RANKED_SOLO_5x5,SILVER,I,LbK7c9vq7OmDXjDpwsFnAF90Km1xDftbSogJrCRgOB-rRunm,TikTokUSA,0,24,18,0,0,0,0,PqJj13TLCbDjiSQs3mVNSrSeX2q492Rg83LseWnp54do9meY0jrisdM9,4fsXqVnoRSoc0NqTxgT3qQ39ZPNPxLArQL57uGnnXxEYgwgXfUv665PGdV8LWQkZVuaLkodxg2vd7w,34
cfca4410-fc99-4db8-b848-128a962eab3a,RANKED_SOLO_5x5,SILVER,I,YqW2Y6ppYzX4txTUt1mcVvcMvcBWfJc6F7tV5tFeZOB1b8YA,SmokingCookieJ,50,69,65,0,0,0,0,rrIxoJ2NebeIgxmy2rZ5N_yDVhhirhgIUOR2s-jnyd8a44-hhz3ZxoQ2,72ujxX3I5bn214QQQ5SLufODTW-_0Kq2hpjoBwpvQw7bvteLg86P84VGWMptns7rGrqRNfQcUbUTUw,53
9dd1e15c-7fe2-4bd7-b2fd-62c03dba1951,RANKED_SOLO_5x5,SILVER,I,9AfNhnlILzsAvDqJ_Yq6m2ZRZgOHULS_b1G5I7ta64A_gKA8,Evan ChiIIer,0,138,145,0,0,0,0,Ys-t9MFmcjDwosKyjqNb34OeB53DgCUtC14YdVd0-PlYp5IJ8OEraH7q,DmwcbQmrcGQHxwppQEbiSyWDD94jqS0oH_P7u_-BxeclqFCOJAvCQopABgQtB1qGUHueO60hazZz5w,59
